user_id,datetime,day_of_week,game_type,category,is_resolved,selected_answer,correct_answer,wrong_type,student_profile,question_id,reaction_time,repeat_count
2,2025-07-10 17:21:00,Thursday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_02,9.88,3
2,2025-07-10 17:21:00,Thursday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_06,6.26,3
2,2025-07-12 21:49:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_07,7.52,4
2,2025-07-16 18:54:00,Wednesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_03,5.25,3
2,2025-07-16 18:54:00,Wednesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_08,5.38,2
2,2025-07-19 18:05:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_04,9.3,4
2,2025-07-20 21:29:00,Sunday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_09,2.67,2
2,2025-07-22 19:47:00,Tuesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_09,4.33,3
2,2025-07-25 17:35:00,Friday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_05,6.43,4
2,2025-07-25 17:35:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_08,2.52,4
2,2025-07-26 17:25:00,Saturday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_10,6.81,3
2,2025-07-26 17:25:00,Saturday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_10,6.77,3
2,2025-07-27 19:37:00,Sunday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_01,9.98,2
2,2025-07-27 19:37:00,Sunday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_01,3.24,3
3,2025-06-03 19:29:00,Tuesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_06,9.71,1
3,2025-06-03 19:29:00,Tuesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_02,4.41,1
3,2025-06-04 21:39:00,Wednesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_02,9.21,1
3,2025-06-04 21:39:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_09,2.66,1
3,2025-06-05 18:18:00,Thursday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_07,4.58,1
3,2025-06-05 18:18:00,Thursday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_08,5.78,1
3,2025-06-08 17:17:00,Sunday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_09,4.87,1
3,2025-06-08 17:17:00,Sunday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_10,2.68,1
3,2025-06-09 20:53:00,Monday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_01,2.74,1
3,2025-06-09 20:53:00,Monday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_03,4.12,1
3,2025-06-10 21:56:00,Tuesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_10,4.36,1
3,2025-06-10 21:56:00,Tuesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_04,2.83,1
3,2025-06-14 20:24:00,Saturday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_03,9.86,1
3,2025-06-14 20:24:00,Saturday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_05,8.8,1
3,2025-06-16 19:54:00,Monday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_01,4.9,2
3,2025-06-17 20:20:00,Tuesday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_04,5.06,1
3,2025-06-20 21:37:00,Friday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_06,3.23,1
3,2025-06-22 20:50:00,Sunday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_07,2.53,1
3,2025-06-23 17:33:00,Monday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_02,6.33,2
3,2025-06-23 17:33:00,Monday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_03,6.55,2
3,2025-06-26 19:56:00,Thursday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_02,4.12,1
3,2025-06-27 21:23:00,Friday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_03,8.8,2
3,2025-06-27 21:23:00,Friday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_04,3.75,2
3,2025-06-28 19:54:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_04,9.99,2
3,2025-06-28 19:54:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_05,7.34,3
3,2025-07-02 21:33:00,Wednesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_08,9.84,2
3,2025-07-02 21:33:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_06,6.66,3
3,2025-07-04 17:09:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_05,7.7,1
3,2025-07-06 21:24:00,Sunday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_07,6.13,3
3,2025-07-07 17:03:00,Monday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_06,7.71,1
3,2025-07-10 20:41:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_07,4.21,1
3,2025-07-10 20:41:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_08,6.61,2
3,2025-07-11 18:07:00,Friday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_09,6.39,2
3,2025-07-13 20:36:00,Sunday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_05,7.14,2
3,2025-07-14 20:19:00,Monday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_09,7.67,2
3,2025-07-14 20:19:00,Monday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_10,2.42,2
3,2025-07-16 19:00:00,Wednesday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_01,2.18,2
3,2025-07-16 19:00:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_08,2.59,4
3,2025-07-18 17:03:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_09,6.98,4
3,2025-07-18 17:03:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_02,8.04,2
3,2025-07-19 20:45:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_10,3.74,4
3,2025-07-20 18:44:00,Sunday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_03,7.25,3
3,2025-07-21 18:35:00,Monday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_01,2.08,5
3,2025-07-23 20:16:00,Wednesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_10,3.26,2
3,2025-07-23 20:16:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_02,4.02,5
3,2025-07-24 20:53:00,Thursday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_01,7.01,2
3,2025-07-24 20:53:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_04,9.66,3
3,2025-07-25 18:32:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_03,5.09,5
3,2025-07-25 18:32:00,Friday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_02,4.5,2
3,2025-07-26 17:19:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_06,4.81,2
3,2025-07-28 20:13:00,Monday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_05,3.94,2
3,2025-07-28 20:13:00,Monday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_03,2.54,2
4,2025-06-05 20:48:00,Thursday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_04,8.61,1
4,2025-06-05 20:48:00,Thursday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_06,9.84,1
4,2025-06-06 17:50:00,Friday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_07,3.35,1
4,2025-06-06 17:50:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_04,7.45,1
4,2025-06-09 19:02:00,Monday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_08,8.96,1
4,2025-06-09 19:02:00,Monday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_05,5.91,1
4,2025-06-10 20:13:00,Tuesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_09,4.6,1
4,2025-06-10 20:13:00,Tuesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_05,8.39,1
4,2025-06-13 21:22:00,Friday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_10,5.08,2
4,2025-06-13 21:22:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_07,9.73,1
4,2025-06-14 18:00:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_06,7.85,1
4,2025-06-14 18:00:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_01,2.69,1
4,2025-06-15 18:00:00,Sunday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_08,8.82,1
4,2025-06-15 18:00:00,Sunday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_02,7.8,2
4,2025-06-18 18:48:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_07,4.87,2
4,2025-06-21 21:45:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_03,6.5,1
4,2025-06-22 21:44:00,Sunday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_09,8.26,1
4,2025-06-25 20:09:00,Wednesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_04,4.51,2
4,2025-06-25 20:09:00,Wednesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_05,8.13,1
4,2025-06-28 18:29:00,Saturday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_06,6.17,1
4,2025-06-28 18:29:00,Saturday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_07,8.61,1
4,2025-06-29 17:47:00,Sunday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_10,8.41,1
4,2025-06-29 17:47:00,Sunday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_01,6.22,2
4,2025-07-02 18:27:00,Wednesday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_06,6.94,2
4,2025-07-03 19:41:00,Thursday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_08,9.91,1
4,2025-07-03 19:41:00,Thursday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_09,8.8,2
4,2025-07-06 17:56:00,Sunday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_02,2.39,2
4,2025-07-07 19:35:00,Monday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_07,3.29,2
4,2025-07-08 17:36:00,Tuesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_10,4.44,1
4,2025-07-09 20:46:00,Wednesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_01,7.26,2
4,2025-07-09 20:46:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_08,4.41,2
4,2025-07-10 18:50:00,Thursday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_02,2.06,2
4,2025-07-12 17:37:00,Saturday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_08,9.56,2
4,2025-07-16 18:42:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_09,9.34,2
4,2025-07-16 18:42:00,Wednesday,harf labirenti,letter,False,d,b,harf,ilkokul,letter_03,2.53,2
4,2025-07-17 18:41:00,Thursday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_09,6.85,3
4,2025-07-18 19:27:00,Friday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_03,2.34,2
4,2025-07-21 18:38:00,Monday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_04,3.52,2
4,2025-07-21 18:38:00,Monday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_10,7.84,3
4,2025-07-23 18:04:00,Wednesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_05,9.05,3
4,2025-07-23 18:04:00,Wednesday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_01,8.23,3
4,2025-07-25 19:32:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_10,4.99,3
4,2025-07-25 19:32:00,Friday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_01,4.4,3
4,2025-07-26 21:42:00,Saturday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_02,3.35,3
4,2025-07-26 21:42:00,Saturday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_02,8.01,3
4,2025-07-27 18:07:00,Sunday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_03,9.57,4
5,2025-06-05 21:55:00,Thursday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_04,2.74,1
5,2025-06-05 21:55:00,Thursday,sayı-şekil eşleştirme,number,False,2-kare,2-üçgen,eşleşme,ilkokul,number_05,9.43,1
5,2025-06-06 20:44:00,Friday,anlam seç,word,False,kırmızı,akıllı,anlam,ilkokul,word_03,6.75,1
5,2025-06-07 21:09:00,Saturday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_06,2.91,1
5,2025-06-11 18:48:00,Wednesday,renkleri sıralama,color,False,yeşil-kırmızı-mavi,kırmızı-sarı-yeşil,renk,ilkokul,color_04,5.77,1
5,2025-06-11 18:48:00,Wednesday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_07,6.71,1
5,2025-06-12 19:26:00,Thursday,renkli seste uyum,letter,False,mavi,sarı,ses,ilkokul,letter_08,9.1,1
5,2025-06-12 19:26:00,Thursday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_04,8.89,1
5,2025-06-13 20:08:00,Friday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_06,5.19,1
5,2025-06-13 20:08:00,Friday,geriye sayma,number,False,"3, 5, 4","5, 4, 3",sıra,ilkokul,number_07,8.53,1
5,2025-06-14 18:53:00,Saturday,boşluğu doldur,word,False,kalem,kitap,kelime,ilkokul,word_05,8.58,1
